Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
15,Carmelo Anthony,PF,36,POR,34,3,870,166,402,0.4129353233830846,60,155,0.3870967741935484,106,247,0.4291497975708502,80,95,0.8421052631578947,19,94,113,50,31,27,35,72,472
16,Cole Anthony,PG,20,ORL,25,17,667,101,269,0.3754646840148699,27,83,0.3253012048192771,74,186,0.3978494623655914,46,55,0.8363636363636363,20,91,111,94,17,11,51,51,275
17,OG Anunoby,SF,23,TOR,23,23,769,114,238,0.4789915966386555,49,124,0.3951612903225806,65,114,0.5701754385964912,40,53,0.7547169811320755,33,99,132,38,37,17,38,64,317
18,Ryan Arcidiacono,PG,26,CHI,18,0,198,21,50,0.42,11,32,0.34375,10,18,0.5555555555555556,8,9,0.8888888888888888,2,31,33,23,5,0,4,16,61
19,D.J. Augustin,PG,33,MIL,34,6,664,64,183,0.34972677595628415,45,123,0.36585365853658536,19,60,0.31666666666666665,35,39,0.8974358974358975,11,35,46,103,19,1,30,27,208
20,Deni Avdija,SF,20,WAS,30,16,646,68,157,0.43312101910828027,31,87,0.3563218390804598,37,70,0.5285714285714286,11,19,0.5789473684210527,13,127,140,39,20,6,24,75,178
21,Deandre Ayton,C,22,PHO,35,35,1088,218,367,0.5940054495912807,4,17,0.23529411764705882,214,350,0.6114285714285714,66,88,0.75,118,282,400,59,11,38,61,110,506
22,Udoka Azubuike,C,21,UTA,12,0,49,4,7,0.5714285714285714,0,0,-1.0,4,7,0.5714285714285714,4,6,0.6666666666666666,4,9,13,0,1,4,3,8,12
23,Dwayne Bacon,SG,25,ORL,36,23,886,136,329,0.4133738601823708,34,102,0.3333333333333333,102,227,0.44933920704845814,57,69,0.8260869565217391,12,91,103,35,23,3,26,57,363
24,Marvin Bagley III,PF,21,SAC,34,34,888,195,390,0.5,34,92,0.3695652173913043,161,298,0.540268456375839,54,102,0.5294117647058824,83,175,258,33,18,16,47,82,478
25,LaMelo Ball,PG,19,CHO,35,15,1010,201,448,0.4486607142857143,70,185,0.3783783783783784,131,263,0.49809885931558934,81,101,0.801980198019802,51,160,211,221,57,13,99,95,553
26,Lonzo Ball,PG,23,NOP,33,33,1048,175,409,0.4278728606356968,99,256,0.38671875,76,153,0.49673202614379086,31,40,0.775,20,117,137,168,43,18,66,71,480
27,Mo Bamba,C,22,ORL,17,0,161,35,67,0.5223880597014925,7,19,0.3684210526315789,28,48,0.5833333333333334,4,6,0.6666666666666666,19,46,65,4,3,13,7,21,81
28,Desmond Bane,SG,22,MEM,28,6,639,100,209,0.4784688995215311,47,106,0.44339622641509435,53,103,0.5145631067961165,21,24,0.875,12,68,80,38,20,4,29,54,268
29,Harrison Barnes,PF,28,SAC,33,33,1179,184,374,0.4919786096256685,56,143,0.3916083916083916,128,231,0.5541125541125541,128,155,0.8258064516129032,33,167,200,118,26,6,47,43,552
30,RJ Barrett,SG,20,NYK,37,37,1227,233,526,0.4429657794676806,43,123,0.34959349593495936,190,403,0.47146401985111663,103,141,0.7304964539007093,45,176,221,109,24,8,70,96,612
31,Will Barton,SF,30,DEN,33,29,986,148,335,0.4417910447761194,50,129,0.3875968992248062,98,206,0.47572815533980584,37,49,0.7551020408163265,19,116,135,102,25,14,55,54,383
32,Keita Bates-Diop,SF,25,SAS,13,0,107,11,31,0.3548387096774194,5,14,0.35714285714285715,6,17,0.35294117647058826,7,8,0.875,5,14,19,7,6,1,1,5,34
33,Nicolas Batum,SF,32,LAC,35,35,1031,108,229,0.47161572052401746,68,155,0.43870967741935485,40,74,0.5405405405405406,30,36,0.8333333333333334,30,137,167,84,42,13,26,59,314
34,Aron Baynes,C,34,TOR,33,26,649,88,200,0.44,17,70,0.24285714285714285,71,130,0.5461538461538461,15,20,0.75,54,125,179,35,10,11,30,80,208
35,Kent Bazemore,SF,31,GSW,35,1,587,84,175,0.48,39,89,0.43820224719101125,45,86,0.5232558139534884,24,32,0.75,14,91,105,56,30,19,38,77,231
36,Darius Bazley,PF,20,OKC,36,36,1104,158,403,0.3920595533498759,54,186,0.2903225806451613,104,217,0.4792626728110599,57,81,0.7037037037037037,22,248,270,54,18,23,63,31,427
37,Bradley Beal,SG,27,WAS,32,32,1143,368,764,0.4816753926701571,74,221,0.334841628959276,294,543,0.5414364640883977,243,269,0.9033457249070632,43,131,174,151,44,14,105,82,1053
38,Malik Beasley,SG,24,MIN,33,32,1093,250,550,0.45454545454545453,116,286,0.40559440559440557,134,264,0.5075757575757576,61,72,0.8472222222222222,27,126,153,81,27,6,54,54,677
39,Jordan Bell,C,26,WAS,3,1,50,5,15,0.3333333333333333,0,2,0.0,5,13,0.38461538461538464,0,0,-1.0,5,11,16,5,1,3,3,4,10
40,DeAndre' Bembry,SF,26,TOR,27,5,443,49,86,0.5697674418604651,8,22,0.36363636363636365,41,64,0.640625,14,20,0.7,11,43,54,53,15,8,27,44,120
41,Dāvis Bertāns,PF,28,WAS,30,3,783,100,258,0.3875968992248062,88,229,0.38427947598253276,12,29,0.41379310344827586,58,68,0.8529411764705882,14,80,94,28,19,7,18,75,346
42,Patrick Beverley,PG,32,LAC,28,28,678,79,177,0.4463276836158192,49,116,0.4224137931034483,30,61,0.4918032786885246,31,39,0.7948717948717948,27,80,107,60,25,22,27,90,238
43,Saddiq Bey,SF,21,DET,34,17,778,108,264,0.4090909090909091,72,183,0.39344262295081966,36,81,0.4444444444444444,48,56,0.8571428571428571,18,115,133,39,21,1,23,54,336
44,Tyler Bey,SF,22,DAL,4,0,13,2,5,0.4,0,0,-1.0,2,5,0.4,2,4,0.5,2,1,3,0,0,1,0,2,6
45,Khem Birch,C,28,ORL,35,1,703,76,153,0.49673202614379086,4,13,0.3076923076923077,72,140,0.5142857142857142,51,69,0.7391304347826086,90,97,187,37,21,25,19,54,207
46,Goga Bitadze,C,21,IND,16,0,148,24,47,0.5106382978723404,2,15,0.13333333333333333,22,32,0.6875,10,13,0.7692307692307693,11,21,32,4,3,15,8,26,60
47,Bismack Biyombo,C,28,CHO,33,19,736,78,137,0.5693430656934306,0,1,0.0,78,136,0.5735294117647058,29,60,0.48333333333333334,71,113,184,48,9,38,30,81,185
48,Nemanja Bjelica,PF,32,SAC,19,1,342,58,120,0.48333333333333334,15,45,0.3333333333333333,43,75,0.5733333333333334,30,38,0.7894736842105263,20,60,80,42,6,2,24,36,161
49,Eric Bledsoe,SG,31,NOP,35,34,1038,158,363,0.43526170798898073,69,179,0.3854748603351955,89,184,0.483695652173913,55,81,0.6790123456790124,16,108,124,134,28,10,56,54,440
50,Keljin Blevins,SF,25,POR,9,0,47,2,11,0.18181818181818182,0,4,0.0,2,7,0.2857142857142857,0,0,-1.0,0,2,2,4,2,0,3,4,4
51,Bogdan Bogdanović,SG,28,ATL,11,2,249,35,91,0.38461538461538464,23,67,0.34328358208955223,12,24,0.5,10,11,0.9090909090909091,2,36,38,24,4,2,13,21,103
52,Bojan Bogdanović,SF,31,UTA,36,36,1102,188,435,0.432183908045977,98,242,0.4049586776859504,90,193,0.46632124352331605,92,108,0.8518518518518519,18,122,140,70,18,2,51,59,566
53,Bol Bol,PF,21,DEN,15,2,84,11,22,0.5,5,10,0.5,6,12,0.5,1,2,0.5,0,11,11,4,2,5,8,9,28
54,Marques Bolden,C,22,CLE,6,0,29,1,3,0.3333333333333333,0,0,-1.0,1,3,0.3333333333333333,5,8,0.625,3,3,6,0,2,2,2,0,7
55,Jordan Bone,PG,23,ORL,14,0,196,23,54,0.42592592592592593,10,32,0.3125,13,22,0.5909090909090909,0,0,-1.0,4,20,24,18,2,0,3,11,56
56,Isaac Bonga,SF,21,WAS,22,7,271,17,45,0.37777777777777777,10,29,0.3448275862068966,7,16,0.4375,3,4,0.75,9,35,44,13,6,5,9,33,47
57,Devin Booker,SG,24,PHO,31,31,1050,284,573,0.4956369982547993,63,174,0.3620689655172414,221,399,0.5538847117794486,141,168,0.8392857142857143,6,107,113,137,28,8,103,93,772
